date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:57:18	152247/152247	---M--	200	added ('OK')	image/jpeg	etag:%22baea8d226cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/BACKGROUND13.jpg	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/BACKGROUND13.jpg	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:19	5443/5443	---M--	200	added ('OK')	text/html	etag:%22ab0f11f6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/ABOUTUS13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:19	7240/7240	---M--	200	added ('OK')	text/html	etag:%22a93c69446cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/ORIGIN13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/ORIGIN13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:20	6625/6625	---M--	200	added ('OK')	text/html	etag:%2297a3cb546cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/Secretariat13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Secretariat13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:20	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Oct%202014%2016:57:21%20GMT	http://cambridgemun.org/CAMUN%2013%20web%20archive/Alumni.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Alumni.4a.delayed	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:21	5416/5416	---M--	200	added ('OK')	text/html	etag:%2247be5336cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/Conference13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Conference13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:24	31749/31749	---M--	200	added ('OK')	application/pdf	etag:%227fe71eaa6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/What%20is%20MUN.pdf	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/What%20is%20MUN.pdf	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:25	7548/7548	---M--	200	added ('OK')	text/html	etag:%2212ab37f6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/Theme13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Theme13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:26	8862/8862	---M--	200	added ('OK')	text/html	etag:%22c0894f336cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/Committees13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/Committees13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:27	8632/8632	---M--	200	added ('OK')	text/html	etag:%2299708546cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/schedule13.html	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/schedule13.html	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
20:57:38	148755/148755	---M--	200	added ('OK')	image/jpeg	etag:%2241c197436cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/NEW-banner.jpg	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/NEW-banner.jpg	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
21:03:56	2410985/2410985	---M--	200	added ('OK')	application/pdf	etag:%22c1d55b2f6cd3cf1:0%22	http://cambridgemun.org/CAMUN%2013%20web%20archive/CAMUN%20newsletter%20v2.1-%20Day1.pdf	C:/Users/user/Desktop/Test/cambridgemun.org/CAMUN%2013%20web%20archive/CAMUN%20newsletter%20v2.1-%20Day1.pdf	(from http://cambridgemun.org/CAMUN%2013%20web%20archive/HOME13.html)
